2022-09-01 22:10:57.988892, sleeping
2022-09-01 22:20:28.002495, sleeping
2022-09-01 22:20:58.003210, sleeping
2022-09-01 22:30:28.016813, sleeping
2022-09-01 22:30:58.017529, sleeping
2022-09-01 22:40:28.031132, sleeping
2022-09-01 22:40:58.031848, sleeping
2022-09-01 22:50:28.045451, sleeping
2022-09-01 22:50:58.046167, sleeping
2022-09-01 23:00:28.059770, sleeping
2022-09-01 23:00:58.060486, sleeping
2022-09-01 23:10:28.074089, sleeping
2022-09-01 23:10:58.074805, sleeping
2022-09-01 23:20:28.088408, sleeping
2022-09-01 23:20:58.089124, sleeping
2022-09-01 23:30:28.102727, sleeping
2022-09-01 23:30:58.103442, sleeping
2022-09-01 23:40:28.117045, sleeping
2022-09-01 23:40:58.117761, sleeping
2022-09-01 23:50:28.131364, sleeping
2022-09-01 23:50:58.132080, sleeping
2022-09-02 00:00:28.145683, sleeping
2022-09-02 00:00:58.146399, sleeping
2022-09-02 00:10:28.160002, sleeping
2022-09-02 00:10:58.160718, sleeping
2022-09-02 00:20:28.174321, sleeping
2022-09-02 00:20:58.175037, sleeping
2022-09-02 00:30:28.188640, sleeping
2022-09-02 00:30:58.189356, sleeping
2022-09-02 00:40:28.202959, sleeping
2022-09-02 00:40:58.203674, sleeping
2022-09-02 00:50:28.217277, sleeping
2022-09-02 00:50:58.217993, sleeping
2022-09-02 01:00:28.231596, sleeping
2022-09-02 01:00:58.232312, sleeping
2022-09-02 01:10:28.245915, sleeping
2022-09-02 01:10:58.246631, sleeping
2022-09-02 01:20:28.260234, sleeping
2022-09-02 01:20:58.260950, sleeping
2022-09-02 01:30:28.274553, sleeping
2022-09-02 01:30:58.275269, sleeping
2022-09-02 01:40:28.288872, sleeping
2022-09-02 01:40:58.289588, sleeping
2022-09-02 01:50:28.303191, sleeping
2022-09-02 01:50:58.303906, sleeping
2022-09-02 02:00:28.317509, sleeping
2022-09-02 02:00:58.318225, sleeping
2022-09-02 02:10:28.331828, sleeping
2022-09-02 02:10:58.332544, sleeping
2022-09-02 02:20:28.346147, sleeping
2022-09-02 02:20:58.346863, sleeping
2022-09-02 02:30:28.360466, sleeping
2022-09-02 02:30:58.361182, sleeping
2022-09-02 02:40:28.374785, sleeping
2022-09-02 02:40:58.375501, sleeping
2022-09-02 02:50:28.389104, sleeping
2022-09-02 02:50:58.389820, sleeping
2022-09-02 03:00:28.403423, sleeping
2022-09-02 03:00:58.404138, sleeping
2022-09-02 03:10:28.417741, sleeping
2022-09-02 03:10:58.418457, sleeping
2022-09-02 03:20:28.432060, sleeping
2022-09-02 03:20:58.432776, sleeping
2022-09-02 03:30:28.446379, sleeping
2022-09-02 03:30:58.447095, sleeping
2022-09-02 03:40:28.460698, sleeping
2022-09-02 03:40:58.461414, sleeping
2022-09-02 03:50:28.475017, sleeping
2022-09-02 03:50:58.475733, sleeping
2022-09-02 04:00:28.489336, sleeping
2022-09-02 04:00:58.490052, sleeping
2022-09-02 04:10:28.503655, sleeping
2022-09-02 04:10:58.504370, sleeping
2022-09-02 04:20:28.517973, sleeping
2022-09-02 04:20:58.518689, sleeping
2022-09-02 04:30:28.532292, sleeping
2022-09-02 04:30:58.533008, sleeping
2022-09-02 04:40:28.546611, sleeping
2022-09-02 04:40:58.547327, sleeping
2022-09-02 04:50:28.560930, sleeping
2022-09-02 04:50:58.561646, sleeping
2022-09-02 05:00:28.575249, sleeping
2022-09-02 05:00:58.575965, sleeping
2022-09-02 05:10:28.589568, sleeping
2022-09-02 05:10:58.590284, sleeping
2022-09-02 05:20:28.603887, sleeping
2022-09-02 05:20:58.604602, sleeping
2022-09-02 05:30:28.618205, sleeping
2022-09-02 05:30:58.618921, sleeping
2022-09-02 05:40:28.632524, sleeping
2022-09-02 05:40:58.633240, sleeping
2022-09-02 05:50:28.646843, sleeping
2022-09-02 05:50:58.647559, sleeping
2022-09-02 06:00:28.661162, sleeping
2022-09-02 06:00:58.661878, sleeping
2022-09-02 06:10:28.675481, sleeping
2022-09-02 06:10:58.676197, sleeping
2022-09-02 06:20:28.689800, sleeping
2022-09-02 06:20:58.690516, sleeping
2022-09-02 06:30:28.704118, sleeping
2022-09-02 06:30:58.704834, sleeping
2022-09-02 06:40:28.718437, sleeping
2022-09-02 06:40:58.719153, sleeping
2022-09-02 06:50:28.732756, sleeping
2022-09-02 06:50:58.733472, sleeping
2022-09-02 07:00:28.747075, sleeping
2022-09-02 07:00:58.747791, sleeping
2022-09-02 07:10:28.761394, sleeping
2022-09-02 07:10:58.762110, sleeping
2022-09-02 07:20:28.775713, sleeping
2022-09-02 07:20:58.776429, sleeping
2022-09-02 07:30:28.790032, sleeping
2022-09-02 07:30:58.790748, sleeping
2022-09-02 07:40:28.804350, sleeping
2022-09-02 07:40:58.805066, sleeping
2022-09-02 07:50:28.818669, sleeping
2022-09-02 07:50:58.819385, sleeping
2022-09-02 08:00:28.832988, sleeping
2022-09-02 08:00:58.833704, sleeping
2022-09-02 08:10:28.847307, sleeping
2022-09-02 08:10:58.848023, sleeping
2022-09-02 08:20:28.861626, sleeping
2022-09-02 08:20:58.862342, sleeping
2022-09-02 08:30:28.875945, sleeping
2022-09-02 08:30:58.876661, sleeping
2022-09-02 08:40:28.890264, sleeping
2022-09-02 08:40:58.890980, sleeping
2022-09-02 08:50:28.904582, sleeping
2022-09-02 08:50:58.905298, sleeping
2022-09-02 09:00:28.918901, sleeping
2022-09-02 09:00:58.919617, sleeping
2022-09-02 09:10:28.933220, sleeping
2022-09-02 09:10:58.933936, sleeping
2022-09-02 09:20:28.947539, sleeping
2022-09-02 09:20:58.948255, sleeping
2022-09-02 09:30:28.961858, sleeping
2022-09-02 09:30:58.962574, sleeping
2022-09-02 09:40:28.976177, sleeping
2022-09-02 09:40:58.976893, sleeping
2022-09-02 09:50:28.990496, sleeping
2022-09-02 09:50:58.991212, sleeping
2022-09-02 10:00:29.004814, sleeping
2022-09-02 10:00:59.005530, sleeping
2022-09-02 10:10:29.019133, sleeping
2022-09-02 10:10:59.019849, sleeping
2022-09-02 10:20:29.033452, sleeping
2022-09-02 10:20:59.034168, sleeping
2022-09-02 10:30:29.047771, sleeping
2022-09-02 10:30:59.048487, sleeping
2022-09-02 10:40:29.062090, sleeping
2022-09-02 10:40:59.062806, sleeping
2022-09-02 10:50:29.076409, sleeping
2022-09-02 10:50:59.077125, sleeping
2022-09-02 11:00:29.090728, sleeping
2022-09-02 11:00:59.091444, sleeping
2022-09-02 11:10:29.105046, sleeping
2022-09-02 11:10:59.105762, sleeping
2022-09-02 11:20:29.119365, sleeping
2022-09-02 11:20:59.120081, sleeping
2022-09-02 11:30:29.133684, sleeping
2022-09-02 11:30:59.134400, sleeping
2022-09-02 11:40:29.153003, sleeping
2022-09-02 11:40:59.153719, sleeping
2022-09-02 11:50:29.181323, sleeping
2022-09-02 11:50:59.182039, sleeping
2022-09-02 12:00:29.196642, sleeping
2022-09-02 12:00:59.197358, sleeping
2022-09-02 12:10:29.210961, sleeping
2022-09-02 12:10:59.211677, sleeping
2022-09-02 12:20:29.225280, sleeping
2022-09-02 12:20:59.225996, sleeping
2022-09-02 12:30:29.239598, sleeping
2022-09-02 12:30:59.240314, sleeping
2022-09-02 12:40:29.253917, sleeping
2022-09-02 12:40:59.254633, sleeping
2022-09-02 12:50:29.268236, sleeping
2022-09-02 12:50:59.268952, sleeping
2022-09-02 13:00:29.282555, sleeping
2022-09-02 13:00:59.283271, sleeping
2022-09-02 13:10:29.296874, sleeping
2022-09-02 13:10:59.297590, sleeping
2022-09-02 13:20:29.311193, sleeping
2022-09-02 13:20:59.311909, sleeping
2022-09-02 13:30:29.325512, sleeping
2022-09-02 13:30:59.326228, sleeping
2022-09-02 13:40:29.339830, sleeping
2022-09-02 13:40:59.340546, sleeping
2022-09-02 13:50:29.371150, sleeping
2022-09-02 13:50:59.371866, sleeping
2022-09-02 14:00:29.435472, sleeping
2022-09-02 14:00:59.436188, sleeping
2022-09-02 14:10:29.449791, sleeping
2022-09-02 14:10:59.450507, sleeping
2022-09-02 14:20:29.464110, sleeping
2022-09-02 14:20:59.464826, sleeping
2022-09-02 14:30:29.478429, sleeping
2022-09-02 14:30:59.479145, sleeping
2022-09-02 14:40:29.492747, sleeping
2022-09-02 14:40:59.493463, sleeping
2022-09-02 14:50:29.507066, sleeping
2022-09-02 14:50:59.507782, sleeping
2022-09-02 15:00:29.521385, sleeping
2022-09-02 15:00:59.522101, sleeping
2022-09-02 15:10:29.535704, sleeping
2022-09-02 15:10:59.536420, sleeping
2022-09-02 15:20:29.550023, sleeping
2022-09-02 15:20:59.550739, sleeping
2022-09-02 15:30:29.566342, sleeping
2022-09-02 15:30:59.568058, sleeping
2022-09-02 15:40:29.602662, sleeping
2022-09-02 15:40:59.603378, sleeping
2022-09-02 15:50:29.630982, sleeping
2022-09-02 15:50:59.653699, sleeping
2022-09-02 16:00:29.669302, sleeping
2022-09-02 16:00:59.670018, sleeping
2022-09-02 16:20:01.877348, sleeping
2022-09-02 16:20:31.878064, sleeping
2022-09-02 16:30:01.891667, sleeping
2022-09-02 16:30:31.892383, sleeping
2022-09-02 16:40:01.968990, sleeping
2022-09-02 16:40:32.043710, sleeping
2022-09-02 16:50:02.235323, sleeping
2022-09-02 16:50:32.236039, sleeping
2022-09-02 17:00:02.270643, sleeping
2022-09-02 17:00:32.271359, sleeping
2022-09-02 17:10:02.375967, sleeping
2022-09-02 17:10:32.376683, sleeping
2022-09-02 17:20:02.431288, sleeping
2022-09-02 17:20:32.432004, sleeping
2022-09-02 17:30:02.555613, sleeping
2022-09-02 17:30:32.557329, sleeping
2022-09-02 17:40:02.596934, sleeping
2022-09-02 17:40:32.597650, sleeping
2022-09-02 17:50:02.611253, sleeping
2022-09-02 17:50:32.611969, sleeping
2022-09-02 18:00:02.625571, sleeping
2022-09-02 18:00:32.626287, sleeping
2022-09-02 18:10:02.654891, sleeping
2022-09-02 18:10:32.655607, sleeping
2022-09-02 18:20:02.743214, sleeping
2022-09-02 18:20:32.743930, sleeping
2022-09-02 18:30:02.757533, sleeping
2022-09-02 18:30:32.758249, sleeping
2022-09-02 18:40:02.771852, sleeping
2022-09-02 18:40:32.772568, sleeping
2022-09-02 18:50:02.786171, sleeping
2022-09-02 18:50:32.786887, sleeping
2022-09-02 19:00:02.800490, sleeping
2022-09-02 19:00:32.801206, sleeping
2022-09-02 19:10:02.814809, sleeping
2022-09-02 19:10:32.815524, sleeping
2022-09-02 19:20:02.829127, sleeping
2022-09-02 19:20:32.829843, sleeping
2022-09-02 19:30:02.843446, sleeping
2022-09-02 19:30:32.844162, sleeping
2022-09-02 19:40:02.857765, sleeping
2022-09-02 19:40:32.858481, sleeping
2022-09-02 19:50:02.872084, sleeping
2022-09-02 19:50:32.872800, sleeping
2022-09-02 20:00:02.886403, sleeping
2022-09-02 20:00:32.887119, sleeping
2022-09-02 20:10:02.900722, sleeping
2022-09-02 20:10:32.901438, sleeping
2022-09-02 20:20:02.915041, sleeping
2022-09-02 20:20:32.915756, sleeping
2022-09-02 20:30:02.929359, sleeping
2022-09-02 20:30:32.930075, sleeping
2022-09-02 20:40:02.943678, sleeping
2022-09-02 20:40:32.944394, sleeping
2022-09-02 20:50:02.961997, sleeping
2022-09-02 20:50:32.962713, sleeping
2022-09-02 21:00:03.177328, sleeping
2022-09-02 21:00:33.179044, sleeping
2022-09-02 21:10:03.193647, sleeping
2022-09-02 21:10:33.195363, sleeping
2022-09-02 21:20:03.209966, sleeping
2022-09-02 21:20:33.210682, sleeping
2022-09-02 21:30:03.224284, sleeping
2022-09-02 21:30:33.225000, sleeping
2022-09-02 21:40:03.238603, sleeping
2022-09-02 21:40:33.239319, sleeping
2022-09-02 21:50:03.252922, sleeping
2022-09-02 21:50:33.253638, sleeping
2022-09-02 22:00:03.267241, sleeping
2022-09-02 22:00:33.267957, sleeping
2022-09-02 22:10:03.281560, sleeping
2022-09-02 22:10:33.282276, sleeping
2022-09-02 22:20:03.295879, sleeping
2022-09-02 22:20:33.296595, sleeping
2022-09-02 22:30:03.310198, sleeping
2022-09-02 22:30:33.310914, sleeping
2022-09-02 22:40:03.324516, sleeping
2022-09-02 22:40:33.325232, sleeping
2022-09-02 22:50:03.338835, sleeping
2022-09-02 22:50:33.339551, sleeping
2022-09-02 23:00:03.353154, sleeping
2022-09-02 23:00:33.353870, sleeping
2022-09-02 23:10:03.367473, sleeping
2022-09-02 23:10:33.368189, sleeping
2022-09-02 23:20:03.381792, sleeping
2022-09-02 23:20:33.382508, sleeping
2022-09-02 23:30:03.396111, sleeping
2022-09-02 23:30:33.396827, sleeping
2022-09-02 23:40:03.410430, sleeping
2022-09-02 23:40:33.411146, sleeping
2022-09-02 23:50:03.424748, sleeping
2022-09-02 23:50:33.425464, sleeping
2022-09-03 00:00:03.439067, HK Weekend
2022-09-03 00:00:33.439783, HK Weekend
2022-09-03 00:10:03.453386, HK Weekend
2022-09-03 00:10:33.454102, HK Weekend
2022-09-03 00:20:03.467705, HK Weekend
2022-09-03 00:20:33.468421, HK Weekend
2022-09-03 00:30:03.482024, HK Weekend
2022-09-03 00:30:33.482740, HK Weekend
2022-09-03 00:40:03.496343, HK Weekend
2022-09-03 00:40:33.497059, HK Weekend
2022-09-03 00:50:03.510662, HK Weekend
2022-09-03 00:50:33.511378, HK Weekend
2022-09-03 01:00:03.524980, HK Weekend
2022-09-03 01:00:33.525696, HK Weekend
2022-09-03 01:10:03.539299, HK Weekend
2022-09-03 01:10:33.540015, HK Weekend
2022-09-03 01:20:03.553618, HK Weekend
2022-09-03 01:20:33.554334, HK Weekend
2022-09-03 01:30:03.567937, HK Weekend
2022-09-03 01:30:33.568653, HK Weekend
2022-09-03 01:40:03.582256, HK Weekend
2022-09-03 01:40:33.582972, HK Weekend
2022-09-03 01:50:03.596575, HK Weekend
2022-09-03 01:50:33.597291, HK Weekend
2022-09-03 02:00:03.610894, HK Weekend
2022-09-03 02:00:33.611610, HK Weekend
2022-09-03 02:10:03.625212, HK Weekend
2022-09-03 02:10:33.625928, HK Weekend
2022-09-03 02:20:03.639531, HK Weekend
2022-09-03 02:20:33.640247, HK Weekend
2022-09-03 02:30:03.653850, HK Weekend
2022-09-03 02:30:33.654566, HK Weekend
2022-09-03 02:40:03.668169, HK Weekend
2022-09-03 02:40:33.668885, HK Weekend
2022-09-03 02:50:03.682488, HK Weekend
2022-09-03 02:50:33.683204, HK Weekend
2022-09-03 03:00:03.696807, HK Weekend
2022-09-03 03:00:33.697523, HK Weekend
2022-09-03 03:10:03.711126, HK Weekend
2022-09-03 03:10:33.711842, HK Weekend
2022-09-03 03:20:03.725444, HK Weekend
2022-09-03 03:20:33.726160, HK Weekend
2022-09-03 03:30:03.739763, HK Weekend
2022-09-03 03:30:33.740479, HK Weekend
2022-09-03 03:40:03.754082, HK Weekend
2022-09-03 03:40:33.754798, HK Weekend
2022-09-03 03:50:03.768401, HK Weekend
2022-09-03 03:50:33.769117, HK Weekend
2022-09-03 04:00:03.782720, HK Weekend
2022-09-03 04:00:33.783436, HK Weekend
2022-09-03 04:10:03.797039, HK Weekend
2022-09-03 04:10:33.797755, HK Weekend
2022-09-03 04:20:03.811358, HK Weekend
2022-09-03 04:20:33.812074, HK Weekend
2022-09-03 04:30:03.825676, HK Weekend
2022-09-03 04:30:33.826392, HK Weekend
2022-09-03 04:40:03.839995, HK Weekend
2022-09-03 04:40:33.840711, HK Weekend
2022-09-03 04:50:03.854314, HK Weekend
2022-09-03 04:50:33.855030, HK Weekend
2022-09-03 05:00:03.868633, HK Weekend
2022-09-03 05:00:33.869349, HK Weekend
2022-09-03 05:10:03.882952, HK Weekend
2022-09-03 05:10:33.883668, HK Weekend
2022-09-03 05:20:03.897271, HK Weekend
2022-09-03 05:20:33.897987, HK Weekend
2022-09-03 05:30:03.911590, HK Weekend
2022-09-03 05:30:33.912305, HK Weekend
2022-09-03 05:40:03.925908, HK Weekend
2022-09-03 05:40:33.926624, HK Weekend
2022-09-03 05:50:03.940227, HK Weekend
2022-09-03 05:50:33.940943, HK Weekend
2022-09-03 06:00:03.954546, HK Weekend
2022-09-03 06:00:33.955262, HK Weekend
2022-09-03 06:10:03.968865, HK Weekend
2022-09-03 06:10:33.969581, HK Weekend
2022-09-03 06:20:03.983184, HK Weekend
2022-09-03 06:20:33.983900, HK Weekend
2022-09-03 06:30:03.997503, HK Weekend
2022-09-03 06:30:33.998219, HK Weekend
2022-09-03 06:40:04.011822, HK Weekend
2022-09-03 06:40:34.012537, HK Weekend
2022-09-03 06:50:04.026140, HK Weekend
2022-09-03 06:50:34.026856, HK Weekend
2022-09-03 07:00:04.040459, HK Weekend
2022-09-03 07:00:34.041175, HK Weekend
2022-09-03 07:10:04.054778, HK Weekend
2022-09-03 07:10:34.055494, HK Weekend
2022-09-03 07:20:04.069097, HK Weekend
2022-09-03 07:20:34.069813, HK Weekend
2022-09-03 07:30:04.083416, HK Weekend
2022-09-03 07:30:34.084132, HK Weekend
2022-09-03 07:40:04.097735, HK Weekend
2022-09-03 07:40:34.098451, HK Weekend
2022-09-03 07:50:04.112054, HK Weekend
2022-09-03 07:50:34.112769, HK Weekend
2022-09-03 08:00:04.126372, HK Weekend
2022-09-03 08:00:34.127088, HK Weekend
2022-09-03 08:10:04.140691, HK Weekend
2022-09-03 08:10:34.141407, HK Weekend
2022-09-03 08:20:04.155010, HK Weekend
2022-09-03 08:20:34.155726, HK Weekend
2022-09-03 08:30:04.169329, HK Weekend
2022-09-03 08:30:34.170045, HK Weekend
2022-09-03 08:40:04.183648, HK Weekend
2022-09-03 08:40:34.184364, HK Weekend
2022-09-03 08:50:04.197967, HK Weekend
2022-09-03 08:50:34.198683, HK Weekend
2022-09-03 09:00:04.212286, HK Weekend
2022-09-03 09:00:34.213001, HK Weekend
2022-09-03 09:10:04.226604, HK Weekend
2022-09-03 09:10:34.227320, HK Weekend
2022-09-03 09:20:04.240923, HK Weekend
2022-09-03 09:20:34.241639, HK Weekend
2022-09-03 09:30:04.255242, HK Weekend
2022-09-03 09:30:34.255958, HK Weekend
2022-09-03 09:40:04.269561, HK Weekend
2022-09-03 09:40:34.270277, HK Weekend
2022-09-03 09:50:04.283880, HK Weekend
2022-09-03 09:50:34.284596, HK Weekend
2022-09-03 10:00:04.306199, HK Weekend
2022-09-03 10:00:34.306915, HK Weekend
2022-09-03 10:10:04.320518, HK Weekend
2022-09-03 10:10:34.321234, HK Weekend
2022-09-03 10:20:04.334837, HK Weekend
2022-09-03 10:20:34.335553, HK Weekend
2022-09-03 10:30:04.349156, HK Weekend
2022-09-03 10:30:34.349872, HK Weekend
2022-09-03 10:40:04.363475, HK Weekend
2022-09-03 10:40:34.364190, HK Weekend
2022-09-03 10:50:04.377793, HK Weekend
2022-09-03 10:50:34.378509, HK Weekend
2022-09-03 11:00:04.392112, HK Weekend
2022-09-03 11:00:34.392828, HK Weekend
2022-09-03 11:10:04.406431, HK Weekend
2022-09-03 11:10:34.407147, HK Weekend
2022-09-03 11:20:04.420750, HK Weekend
2022-09-03 11:20:34.421466, HK Weekend
2022-09-03 11:30:04.435069, HK Weekend
2022-09-03 11:30:34.435785, HK Weekend
2022-09-03 11:40:04.449388, HK Weekend
2022-09-03 11:40:34.450104, HK Weekend
2022-09-03 11:50:04.463707, HK Weekend
2022-09-03 11:50:34.464422, HK Weekend
2022-09-03 12:00:04.557030, HK Weekend
2022-09-03 12:00:34.557746, HK Weekend
2022-09-03 12:10:04.584350, HK Weekend
2022-09-03 12:10:34.585065, HK Weekend
2022-09-03 12:20:04.613669, HK Weekend
2022-09-03 12:20:34.614385, HK Weekend
2022-09-03 12:30:04.632988, HK Weekend
2022-09-03 12:30:34.633704, HK Weekend
2022-09-03 12:40:04.647307, HK Weekend
2022-09-03 12:40:34.648023, HK Weekend
2022-09-03 12:50:04.661626, HK Weekend
2022-09-03 12:50:34.662342, HK Weekend
2022-09-03 13:00:04.675945, HK Weekend
2022-09-03 13:00:34.676661, HK Weekend
2022-09-03 13:10:04.690264, HK Weekend
2022-09-03 13:10:34.690980, HK Weekend
2022-09-03 13:20:04.704583, HK Weekend
2022-09-03 13:20:34.705299, HK Weekend
2022-09-03 13:30:04.718902, HK Weekend
2022-09-03 13:30:34.719617, HK Weekend
2022-09-03 13:40:04.733220, HK Weekend
2022-09-03 13:40:34.733936, HK Weekend
2022-09-03 13:50:04.747539, HK Weekend
2022-09-03 13:50:34.748255, HK Weekend
2022-09-03 14:00:04.761858, HK Weekend
2022-09-03 14:00:34.762574, HK Weekend
2022-09-03 14:10:04.776177, HK Weekend
2022-09-03 14:10:34.776893, HK Weekend
2022-09-03 14:20:04.807497, HK Weekend
2022-09-03 14:20:34.811213, HK Weekend
2022-09-03 14:30:04.828816, HK Weekend
2022-09-03 14:30:34.829532, HK Weekend
2022-09-03 14:40:04.843135, HK Weekend
2022-09-03 14:40:34.843851, HK Weekend
2022-09-03 14:50:04.857454, HK Weekend
2022-09-03 14:50:34.858170, HK Weekend
2022-09-03 15:00:04.871773, HK Weekend
2022-09-03 15:00:34.872489, HK Weekend
2022-09-03 15:10:04.886091, HK Weekend
2022-09-03 15:10:34.886807, HK Weekend
2022-09-03 15:20:04.900410, HK Weekend
2022-09-03 15:20:34.901126, HK Weekend
2022-09-03 15:30:04.914729, HK Weekend
2022-09-03 15:30:34.915445, HK Weekend
2022-09-03 15:40:04.929048, HK Weekend
2022-09-03 15:40:34.929764, HK Weekend
2022-09-03 15:50:04.943367, HK Weekend
2022-09-03 15:50:34.944083, HK Weekend
2022-09-03 16:00:04.957686, HK Weekend
2022-09-03 16:00:34.958402, HK Weekend
2022-09-03 16:10:04.972005, HK Weekend
2022-09-03 16:10:34.972721, HK Weekend
2022-09-03 16:20:04.986323, HK Weekend
2022-09-03 16:20:34.987039, HK Weekend
2022-09-03 16:30:05.000642, HK Weekend
2022-09-03 16:30:35.001358, HK Weekend
2022-09-03 16:40:05.014961, HK Weekend
2022-09-03 16:40:35.015677, HK Weekend
2022-09-03 16:50:05.029280, HK Weekend
2022-09-03 16:50:35.029996, HK Weekend
2022-09-03 17:00:05.043599, HK Weekend
2022-09-03 17:00:35.044315, HK Weekend
2022-09-03 17:10:05.057918, HK Weekend
2022-09-03 17:10:35.058634, HK Weekend
2022-09-03 17:20:05.072237, HK Weekend
2022-09-03 17:20:35.072953, HK Weekend
2022-09-03 17:30:05.086555, HK Weekend
2022-09-03 17:30:35.087271, HK Weekend
2022-09-03 17:40:05.100874, HK Weekend
2022-09-03 17:40:35.101590, HK Weekend
2022-09-03 17:50:05.115193, HK Weekend
2022-09-03 17:50:35.115909, HK Weekend
2022-09-03 18:00:05.137512, HK Weekend
2022-09-03 18:00:35.138228, HK Weekend
2022-09-03 18:10:05.151831, HK Weekend
2022-09-03 18:10:35.152547, HK Weekend
2022-09-03 18:20:05.166150, HK Weekend
2022-09-03 18:20:35.166866, HK Weekend
2022-09-03 18:30:05.180469, HK Weekend
2022-09-03 18:30:35.181185, HK Weekend
2022-09-03 18:40:05.194788, HK Weekend
2022-09-03 18:40:35.195504, HK Weekend
2022-09-03 18:50:05.209107, HK Weekend
2022-09-03 18:50:35.209823, HK Weekend
2022-09-03 19:00:05.375434, HK Weekend
2022-09-03 19:00:35.377150, HK Weekend
2022-09-03 19:10:05.544762, HK Weekend
2022-09-03 19:10:35.545478, HK Weekend
2022-09-03 19:20:05.572082, HK Weekend
2022-09-03 19:20:35.572798, HK Weekend
2022-09-03 19:30:05.589401, HK Weekend
2022-09-03 19:30:35.590117, HK Weekend
2022-09-03 19:40:05.603719, HK Weekend
2022-09-03 19:40:35.604435, HK Weekend
2022-09-03 19:50:05.618038, HK Weekend
2022-09-03 19:50:35.618754, HK Weekend
2022-09-03 20:00:05.632357, HK Weekend
2022-09-03 20:00:35.633073, HK Weekend
2022-09-03 20:10:05.646676, HK Weekend
2022-09-03 20:10:35.647392, HK Weekend
2022-09-03 20:20:05.660995, HK Weekend
2022-09-03 20:20:35.661711, HK Weekend
2022-09-03 20:30:05.675314, HK Weekend
2022-09-03 20:30:35.676030, HK Weekend
2022-09-03 20:40:05.689633, HK Weekend
2022-09-03 20:40:35.694349, HK Weekend
2022-09-03 20:50:05.775956, HK Weekend
2022-09-03 20:50:35.776672, HK Weekend
2022-09-03 21:00:05.790274, HK Weekend
2022-09-03 21:00:35.790990, HK Weekend
2022-09-03 21:10:05.804593, HK Weekend
2022-09-03 21:10:35.805309, HK Weekend
2022-09-03 21:20:05.818912, HK Weekend
2022-09-03 21:20:35.819628, HK Weekend
2022-09-03 21:30:05.849232, HK Weekend
2022-09-03 21:30:35.849948, HK Weekend
2022-09-03 21:40:05.907553, HK Weekend
2022-09-03 21:40:35.908269, HK Weekend
2022-09-03 21:50:05.921872, HK Weekend
2022-09-03 21:50:35.922588, HK Weekend
2022-09-03 22:00:05.936191, HK Weekend
2022-09-03 22:00:35.936907, HK Weekend
2022-09-03 22:10:05.950510, HK Weekend
2022-09-03 22:10:35.951226, HK Weekend
2022-09-03 22:20:05.964829, HK Weekend
2022-09-03 22:20:35.965545, HK Weekend
2022-09-03 22:30:05.979148, HK Weekend
2022-09-03 22:30:35.979864, HK Weekend
2022-09-03 22:40:05.993466, HK Weekend
2022-09-03 22:40:35.994182, HK Weekend
2022-09-03 22:50:06.007785, HK Weekend
2022-09-03 22:50:36.008501, HK Weekend
2022-09-03 23:00:06.022104, HK Weekend
2022-09-03 23:00:36.022820, HK Weekend
2022-09-03 23:10:06.036423, HK Weekend
2022-09-03 23:10:36.037139, HK Weekend
2022-09-03 23:20:06.050742, HK Weekend
2022-09-03 23:20:36.051458, HK Weekend
2022-09-03 23:30:06.065061, HK Weekend
2022-09-03 23:30:36.065777, HK Weekend
2022-09-03 23:40:06.079380, HK Weekend
2022-09-03 23:40:36.080096, HK Weekend
2022-09-03 23:50:06.093698, HK Weekend
2022-09-03 23:50:36.094414, HK Weekend
2022-09-04 00:00:06.108017, HK Weekend
2022-09-04 00:00:36.108733, HK Weekend
2022-09-04 00:10:06.122336, HK Weekend
2022-09-04 00:10:36.123052, HK Weekend
2022-09-04 00:20:06.136655, HK Weekend
2022-09-04 00:20:36.137371, HK Weekend
2022-09-04 00:30:06.150974, HK Weekend
2022-09-04 00:30:36.151690, HK Weekend
2022-09-04 00:40:06.165293, HK Weekend
2022-09-04 00:40:36.166009, HK Weekend
2022-09-04 00:50:06.179612, HK Weekend
2022-09-04 00:50:36.180328, HK Weekend
2022-09-04 01:00:06.193930, HK Weekend
2022-09-04 01:00:36.194646, HK Weekend
2022-09-04 01:10:06.208249, HK Weekend
2022-09-04 01:10:36.208965, HK Weekend
2022-09-04 01:20:06.222568, HK Weekend
2022-09-04 01:20:36.223284, HK Weekend
2022-09-04 01:30:06.236887, HK Weekend
2022-09-04 01:30:36.237603, HK Weekend
2022-09-04 01:40:06.251206, HK Weekend
2022-09-04 01:40:36.251922, HK Weekend
2022-09-04 01:50:06.265525, HK Weekend
2022-09-04 01:50:36.266241, HK Weekend
2022-09-04 02:00:06.279844, HK Weekend
2022-09-04 02:00:36.280560, HK Weekend
2022-09-04 02:10:06.294162, HK Weekend
2022-09-04 02:10:36.294878, HK Weekend
2022-09-04 02:20:06.308481, HK Weekend
2022-09-04 02:20:36.309197, HK Weekend
2022-09-04 02:30:06.322800, HK Weekend
2022-09-04 02:30:36.323516, HK Weekend
2022-09-04 02:40:06.337119, HK Weekend
2022-09-04 02:40:36.337835, HK Weekend
2022-09-04 02:50:06.351438, HK Weekend
2022-09-04 02:50:36.352154, HK Weekend
2022-09-04 03:00:06.365757, HK Weekend
2022-09-04 03:00:36.366473, HK Weekend
2022-09-04 03:10:06.380076, HK Weekend
2022-09-04 03:10:36.380791, HK Weekend
